iteration,advantage_loss_player_zero,advantage_loss_player_one,advantage_samples_player_zero,advantage_samples_player_one,strategy_samples
2400,23.418025970458984,25.139381408691406,30868,29329,100000
2420,26.0103759765625,24.144855499267578,31629,30068,100000
2440,26.203529357910156,24.18154525756836,32333,30771,100000
2460,23.976091384887695,25.53028106689453,33103,31431,100000
2480,25.291501998901367,28.733842849731445,33811,32179,100000
2500,26.316442489624023,21.94147491455078,34633,32949,100000
2520,25.933488845825195,21.265901565551758,35424,33622,100000
2540,26.018211364746094,24.65967559814453,36137,34362,100000
2560,19.606979370117188,25.235488891601562,36830,35085,100000
2580,31.597034454345703,27.4603214263916,37577,35771,100000
2600,28.65757942199707,20.855390548706055,38247,36537,100000
2620,23.48239517211914,21.479217529296875,38969,37371,100000
2640,24.65536880493164,21.878475189208984,39728,38146,100000
2660,24.318660736083984,24.46697235107422,40363,38995,100000
2680,24.465608596801758,25.631324768066406,41157,39800,100000
2700,22.976526260375977,22.331682205200195,41926,40643,100000
2720,22.18705940246582,22.405044555664062,42671,41565,100000
2740,25.73687744140625,21.369041442871094,43422,42357,100000
2760,19.850797653198242,24.054519653320312,44088,43220,100000
2780,21.951751708984375,21.708362579345703,44824,43976,100000
2800,19.747770309448242,23.320667266845703,45489,44838,100000
2820,22.355810165405273,19.680301666259766,46229,45548,100000
2840,19.637218475341797,24.253456115722656,46925,46296,100000
2860,24.11793327331543,17.247825622558594,47667,47100,100000
2880,18.91724395751953,26.150117874145508,48251,47741,100000
2900,21.41231346130371,20.131698608398438,49032,48432,100000
2920,25.800838470458984,24.438684463500977,49703,49207,100000
2940,26.782506942749023,30.023958206176758,50406,49991,100000
2960,20.67269515991211,24.672033309936523,51105,50641,100000
2980,19.010498046875,22.960811614990234,51913,51365,100000
3000,22.250768661499023,22.607585906982422,52605,52103,100000
3020,23.49538803100586,23.313255310058594,53295,52799,100000
3040,26.297998428344727,22.18280792236328,53949,53651,100000
3060,24.933048248291016,22.143869400024414,54737,54476,100000
3080,25.60735321044922,21.71971321105957,55440,55268,100000
3100,27.75481605529785,23.11455535888672,56061,56032,100000
3120,21.04391860961914,20.935850143432617,56843,56820,100000
3140,22.658586502075195,23.195232391357422,57609,57632,100000
3160,22.798664093017578,24.412845611572266,58405,58424,100000
3180,22.121688842773438,17.55646324157715,59018,59196,100000
3200,20.424297332763672,20.479372024536133,59723,59879,100000
3220,24.401968002319336,22.079452514648438,60374,60488,100000
3240,28.126270294189453,25.719608306884766,61000,61229,100000
3260,24.191328048706055,21.308637619018555,61620,61902,100000
3280,23.783992767333984,24.436534881591797,62241,62459,100000
3300,24.924171447753906,21.443246841430664,62888,63104,100000
3320,20.07632064819336,26.424816131591797,63492,63811,100000
3340,22.329944610595703,20.106201171875,64324,64583,100000
3360,22.229955673217773,26.14699935913086,65037,65455,100000
3380,24.465898513793945,27.338905334472656,65754,66081,100000
3400,26.35698127746582,23.549697875976562,66466,66768,100000
3420,27.177846908569336,22.706356048583984,67207,67367,100000
3440,24.66629981994629,22.484548568725586,67976,68025,100000
3460,25.855243682861328,25.9967041015625,68722,68685,100000
3480,23.3226261138916,23.404115676879883,69393,69290,100000
3500,21.502208709716797,22.432580947875977,70050,70028,100000
3520,24.212772369384766,23.17876434326172,70825,70673,100000
3540,26.26950454711914,18.922443389892578,71640,71329,100000
3560,26.149002075195312,21.40398597717285,72405,71922,100000
3580,24.952022552490234,24.59274673461914,72994,72547,100000
3600,27.213298797607422,24.695554733276367,73629,73179,100000
3620,22.564847946166992,20.99863624572754,74345,73863,100000
3640,23.755699157714844,28.445560455322266,75210,74516,100000
3660,21.495786666870117,23.808683395385742,76036,75156,100000
3680,20.7347412109375,25.61200523376465,76862,75872,100000
3700,23.144468307495117,19.300134658813477,77659,76601,100000
3720,20.3032283782959,21.42713737487793,78344,77281,100000
3740,20.505449295043945,21.883956909179688,79082,77872,100000
3760,22.13804817199707,23.199298858642578,79904,78449,100000
3780,24.549955368041992,24.11431312561035,80573,79093,100000
3800,21.19430923461914,24.284221649169922,81391,79754,100000
3820,24.269832611083984,21.073400497436523,82221,80341,100000
3840,23.58687400817871,24.024316787719727,82889,80997,100000
3860,26.359174728393555,21.892024993896484,83638,81612,100000
3880,19.344614028930664,25.428503036499023,84380,82324,100000
3900,22.049583435058594,26.793235778808594,85079,83079,100000
3920,23.588214874267578,27.206918716430664,85794,83781,100000
3940,21.2353572845459,25.02115249633789,86438,84387,100000
3960,22.814809799194336,20.340356826782227,87169,84977,100000
3980,24.689058303833008,23.663591384887695,87847,85882,100000
4000,22.545068740844727,20.92547607421875,88468,86499,100000
